0	0									
0	0	0								
0	0	0								
0	0	0								
0	0									
0	0	0								
										
										
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
										
0	0	0								
0	0	0								
0	0	0								
1	1	1								
0	0	0								
0		0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0.5	0.5									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0									
0		0								
0	0	0								
										
0	0	0								
0	0	0								
0.75	0.5	1								
0	0	0								
0	0	0								
0	0									
1	1	1	1	1						
0	0	0								
0	0	0								
0		0	0	0	0	0				
0	0	0								
0	0	0								
0	0	0								
0		0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0									
0	0	0								
										
0		0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
										
0	0	0								
										
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0.2	0	0	0	0	1					
0	0	0								
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
										
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0									
0	0	0	0	0						
0		0								
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0									
0.5	0.5	0.5								
0	0	0								
0	0									
0	0	0								
0	0									
0.75	1	0.5								
0.25	0	0.5								
										
1	1	1								
0	0	0								
0	0									
0	0	0	0	0	0	0	0			
0	0									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0.333333	0	0	1							
0		0	0							
0	0	0								
0	0	0								
0.166667	0	0	0	1	0	0				
0	0	0								
1	1	1								
0.25	0.5	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0.5	0.5									
0	0	0								
0	0									
0	0	0								
0.5	0.5	0.5								
0	0	0								
0	0	0								
0	0	0								
0.25	0	0.5								
0		0								
0.25	0.5	0	0	0	0	1				
0	0	0								
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0	0								
0		0								
0	0									
0	0	0								
0	0	0								
0	0	0								
1	1	1	1	1	1	1				
1	1									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
										
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
1	1	1								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
										
0	0	0								
0.333333	0	0	1							
0	0	0								
0.25	0	0.5								
0.5	0	0.5	0.5	0.5	1	0.5	0.5			
0.25	0	0.5								
0	0	0								
0	0									
0	0	0								
0	0	0								
0.333333	0	0	0	0	1	1				
1	1									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
										
0.2	0	0.5	0.5	0	0					
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0.5	1	0								
0		0								
0	0	0								
0.25	0.5	0								
0	0	0								
0	0	0								
										
0	0	0								
1	1	1								
0	0	0								
0	0	0								
0.5	0.5									
0	0	0								
0	0	0								
										
0	0	0								
0.25	0	0.5								
0	0	0	0	0	0	0	0			
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0.25	0	0.5								
0	0	0								
0	0	0								
0	0	0								
1	1	1								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
										
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0	0								
										
1	1	1								
0.25	0.5	0	0	0.5	0.5		0			
0	0	0								
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
1	1									
										
0	0	0								
1		1								
0	0	0								
0	0	0	0	0						
0	0									
0	0	0								
0.25	0	0.5								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0.5	0.5	0.5								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0.5625	0	0	0.5	1	1	1	1	0		
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0									
0	0	0								
0.75	0.5	1								
0	0	0								
0	0	0								
0	0	0	0	0	0					
0	0	0								
0	0	0								
0.166667	0	0	0	1	0	0				
0	0	0								
0.75	0.5	1								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0		0								
0	0	0								
0	0	0								
0	0	0	0	0	0					
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0		0								
0		0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0.166667	1	0	0	0	0	0	0.5	0	0	
0	0	0								
0	0	0								
0	0									
0.25	0.5	0								
0.25	0.5	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
1	1	1								
0	0	0								
0.25	0.5	0								
0	0	0								
0	0									
0.25	0.5	0								
0.5	0.5	0.5								
0	0	0								
0.5	0.5									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
1	1	1								
0	0	0								
0	0	0								
0	0	0								
										
0	0	0								
1	1	1								
0.555556	1	0	0	1	0	1	1	1	0	
0	0	0								
										
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0	0								
										
										
0	0	0								
0	0	0								
0	0									
0		0								
0	0	0								
0	0	0								
0	0	0								
0		0								
0	0									
0.5	0.5	0.5								
1	1	1								
0	0	0								
0.333333	0	0.5	0.5							
0	0	0								
0	0	0								
0	0	0								
										
0	0	0								
0.25	0	0	0	0.5	1	0	0	0.5		
										
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0.0625	0	0	0	0	0	0	0	0.5		
0	0	0								
0	0	0								
0	0	0								
0	0									
1	1	1								
0	0									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
1	1	1								
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0.25	0	0.5								
0	0	0								
0	0	0								
0	0	0								
										
0	0	0								
0	0	0								
0	0	0	0	0	0	0				
0	0	0								
0		0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0									
0	0									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
										
0	0	0								
										
0	0	0								
0	0	0								
0	0	0								
										
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
										
0	0	0								
1	1									
0	0	0								
0	0	0								
0	0	0								
0		0								
0.5	0.5	0.5								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0		0								
0	0	0								
0	0	0								
0.5	0.5	0.5								
0	0									
0	0									
0	0	0								
0.75	1	0.5								
0	0									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0			0							
0	0	0								
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0	0	0	0					
0	0	0								
0	0	0								
0	0	0								
0	0	0	0	0						
1	1	1								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
										
0	0	0								
0		0								
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0	0								
1	1	1								
0	0	0								
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
										
0	0	0								
0	0	0								
										
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0.5	0.5									
0	0									
0	0	0								
0	0	0								
0	0	0								
0	0									
0	0	0								
0		0								
										
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
										
0.25	0.5	0								
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
										
0		0								
0	0	0								
0		0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
1	1									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0									
0	0	0								
0		0								
0	0	0								
0	0	0								
1	1	1								
0	0	0								
0.75	1	0.5								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0		0								
0	0									
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0	0								
1	1	1								
1	1	1								
0	0		0							
0	0	0								
0	0	0								
										
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
1	1	1								
0	0	0								
1	1	1	1	1	1					
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0.785714		0.5	1	1	1	0	1	1		
0	0	0								
0.083333	0	0	0.5	0	0	0				
0	0									
0	0									
0		0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0									
1	1									
0	0									
0	0	0								
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0	0							
0	0									
0	0	0								
0.333333	0.5	0	0.5	1	0	0				
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0	0							
0.083333	0	0	0	0.5	0	0				
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0.25	0	0.5								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0.375	0.5	0.5	0.5	0						
1		1								
0	0	0								
0	0	0								
0	0	0								
0	0									
1	1	1								
0.5	0.5	0.5								
0	0	0								
0	0									
0	0	0								
0		0								
0.0625	0	0	0	0	0	0.5	0	0		
0	0	0								
0	0									
0	0	0								
0	0	0								
0.25	0	0	0.5	0.5						
0	0									
0	0	0								
0	0	0								
0	0	0								
0		0								
0		0								
0.25	0.5	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
1	1	1								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
1	1	1								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0									
0	0									
0	0	0								
0	0	0								
0	0	0								
										
0	0	0								
0.833333	0	1		1	1	1	1			
0	0									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
										
0		0								
										
0.25	0.5	0								
1	1	1								
0	0	0								
0	0	0								
0	0	0								
0.25	0	0.5								
0.25	0.5	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0.166667	0	0	0.5							
0	0									
0	0	0								
0		0								
0	0	0								
0	0	0								
0.5		0.5								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0.875	1	1	1	0	1	1	1	1		
0.25	0.5	0								
0	0									
0.25	0.5	0								
0	0	0	0	0						
0	0									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0.25	0	0.5								
0.083333	0	0	0	0	0.5	0				
0.25	0	0.5								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0	0							
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0		0								
0	0	0								
0	0	0								
1	1	1								
0		0								
0	0	0								
										
0	0	0								
0	0	0								
0		0								
0	0									
0.5	0.5									
0	0	0								
0	0	0								
0	0									
0.25	0.5	0								
0	0	0								
0	0	0								
1	1									
0	0	0								
0		0								
0	0	0								
0.25	0.5	0								
0	0	0								
0	0	0								
										
0	0	0								
0	0	0	0							
0	0	0								
0	0									
0	0	0								
										
0	0	0								
0	0	0								
0	0	0								
0.5	1	0	1	0						
0	0	0								
0	0									
1	1	1								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
										
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0.25	0	0.5								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0									
0	0	0								
0		0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0	0							
0.25	0	0.5								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0		0								
0	0	0								
0	0	0								
0		0								
0	0									
0	0	0								
0	0	0								
0.75	1	0.5	1	0.5						
0	0	0								
0	0	0								
0		0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0.5	0.5	0.5								
0	0	0	0	0						
0	0									
0	0	0	0	0	0	0	0			
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
										
0	0	0								
0.5	0.5									
0	0	0								
1	1									
0	0	0								
										
0	0	0								
0	0	0								
0.25	1	0	0	0						
0	0	0								
0	0	0								
0	0	0								
1		1								
0	0	0								
1	1									
0.25	0	0.5								
0	0	0		0						
0	0									
0		0								
0	0	0								
0	0	0								
0.25	0	0.5								
0	0	0								
										
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0									
0.083333	0	0	0	0	0.5	0				
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0.5		0.5								
										
0	0	0								
0.5	0.5									
0	0									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
										
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0	0								
0		0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
										
0	0	0	0							
0	0	0								
0	0	0								
0	0									
0	0									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0.125	0	0	0	0.5						
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0		0								
0	0	0								
0	0	0								
0		0								
1	1									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0									
0	0									
0	0	0								
0	0	0								
0	0	0								
0.3	0	0		1	0	0.5				
0	0									
0	0	0								
0.2	0	1	0	0	0					
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0									
0	0	0								
0		0								
0	0	0								
0.25	0.5	0								
0	0	0								
0	0	0								
0.25	0	0	0.5	0.5						
0	0	0								
0	0	0	0	0						
0	0	0								
0		0								
										
1	1	1								
0	0	0								
0	0	0								
0	0	0								
0.75	1	0.5								
0	0	0								
0	0	0								
0	0	0								
0.25	0.5	0	0.5	0						
0	0	0								
0.166667	0	0	0.5							
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
1	1	1								
0	0	0								
0	0	0								
0		0								
0	0									
										
0	0	0								
0	0									
0	0	0								
0	0	0	0	0						
0	0	0								
0.5	0	1	1	1	0	0	0.5			
0	0	0								
										
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0	0								
0		0								
0.25	0	0	0	0.5	0	1				
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0.277778	0	0	0	1	0	1	0	0	0.5	
0	0	0								
0	0	0								
0	0									
0	0	0								
0.5		0.5								
0	0	0								
0		0								
0	0	0								
0	0									
0	0	0								
0	0									
0	0	0								
1	1									
1	1	1								
0.166667	0	0	1	0	0	0				
0	0	0	0							
0.25	0	0.5								
0	0	0								
0.5	0.5	0.5								
1	1	1								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0									
0	0	0								
0	0	0								
0		0								
0	0	0								
0.75	1	0.5								
0.714286	0	0	1	1	1	1	1			
0	0	0								
0.1	0	0	0	0	0	0	0	0.5	0.5	0
										
0	0	0								
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0		0								
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0	0								
0.3	0	0	0.5	1	0					
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0	0								
0.25	0.5	0								
0	0									
0	0	0								
0	0	0								
0	0	0								
0		0								
0	0	0								
0	0	0								
1	1	1								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0.25	0	0	0.5	0.5	0	1	0	0		
0.25	0	0.5								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0									
0.333333	0	1	0							
0	0	0								
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0	0							
0	0	0								
0	0	0								
0		0								
0	0	0								
0	0	0								
0	0	0								
0		0								
0	0	0								
0	0	0								
0	0	0								
0.25	0	0	0	0.5	1	0				
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0.5	0.5									
0	0	0								
0	0	0								
0		0								
0	0	0								
0	0	0								
0.75	1	0.5								
0	0									
										
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0	0								
1	1	1								
0	0	0								
0.75	0	1	1	1						
1	1	1								
0	0	0								
0	0	0								
0	0	0								
										
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0.25	0.5	0								
0	0	0								
0		0								
0		0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0									
1	1									
0.25	0.5	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0.5		0.5								
0	0	0								
0	0	0								
0	0	0								
0		0								
0	0	0	0							
1	1	1								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
1	1	1								
										
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0.9	0.5	1	1	1	1					
0.166667	0	0	0.5							
0	0	0								
										
0.25	0	0.5								
0	0	0								
0.5	0.5									
0	0	0								
0	0	0								
1	1	1								
0	0	0								
1		1								
										
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
1	1	1								
1	1	1								
0		0								
0	0	0								
0	0	0								
0.25	1	0	1	0	0	0	0		0	
0	0	0								
0	0	0								
0	0	0								
0	0	0								
1	1	1								
										
0	0	0	0	0	0	0				
0.75	1	0.5	1	0.5						
0	0	0								
0	0	0								
0	0	0								
0.5		0.5								
0	0	0								
0.2	0	0	0	0	1					
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0.5	0.5	0.5								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
										
0.75	1	0.5								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
1	1	1								
0.25	0.5	0								
0	0	0								
0	0	0								
0	0									
0	0	0	0							
0	0	0								
0	0	0								
0	0	0								
0.5	0.5									
0	0	0								
0	0	0								
0	0	0								
0.5	0.5	0.5								
0	0									
0	0	0								
0.666667	0	1	1							
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0.25	0	0.5								
0	0	0								
										
0	0	0								
0	0	0								
1	1	1								
										
0	0	0								
0	0	0								
0	0	0								
1	1									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
										
0.25	0.5	0								
0	0	0								
0	0									
0	0	0								
0.5		0.5								
0	0	0								
0		0								
0	0	0								
0	0	0								
										
0	0	0								
0.5	0.5									
0	0	0								
0.7	0	1	1	0.5	1					
1	1									
0	0	0								
1	1	1								
0	0									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
1	1	1								
0.333333	1	0	0							
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0		0								
0.125		0	0		0.5	0				
0	0	0								
0	0	0								
0	0	0								
0.25	0	0.5								
0	0									
0		0								
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0		0								
0	0	0								
1	1	1								
0	0	0								
0	0	0								
0	0	0	0							
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0.5	0.5									
0.4	1	0	1	0	0					
0.75	0.5	1								
1	1									
0	0	0								
0.75	0.5	1								
0	0	0								
0	0	0								
0.5	0	1	0.5	0.5						
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0	0								
0		0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0.083333	0	0	0	0	0.5	0				
0	0	0								
										
0	0	0								
0.333333	1	0	0.5	1	0	0	0	0.5	0	
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0	0								
										
0.4	1	0	0	0	1					
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0	0	0	0	0					
0	0	0								
0	0	0								
0	0	0								
0.25	0.5	0								
1	1	1								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0	0								
										
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0		0								
0	0									
0	0	0								
0	0	0								
0	0	0								
0.2	0	0	0	1	0					
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
										
1	1									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0	0								
0	0	0								
1	1									
0	0	0								
1		1								
0	0	0								
0	0	0								
0		0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
										
0	0	0								
0	0									
0.75	0.5	1								
0.333333	0	1		0						
0.583333	0	0.5	0.5	1	1	0.5				
0	0	0								
0.083333	0	0	0	0.5	0	0				
0	0	0								
0	0	0								
0		0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0									
0.5	0.5									
0	0	0								
0	0	0								
0	0	0								
0.25	0	0	0	1	0.5	0.5	0	0		
0	0	0								
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0	0								
										
										
0	0	0								
0.333333	0	0	1							
0	0	0								
0	0	0								
0	0	0								
0	0									
0	0									
0	0	0								
0	0	0								
1		1								
0	0	0	0							
0	0									
0	0	0								
0.7	1	0.5	1	0.5	0.5					
0	0									
1	1	1								
0	0	0								
0	0									
0	0	0								
0	0	0								
0	0	0								
0.5	0.5									
0	0	0								
0	0	0								
0	0									
0.166667	0	0	0	0	0	1				
0	0	0								
0	0	0								
0		0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0								
0	0	0	0	0	0	0	0			
0	0	0								
0	0	0								
0		0								
1	1	1								
0	0	0								
0.166667	0	0	0	0	0.5	0.5	0.5	0	0	
0.333333	1	0	0							
0	0	0								
0	0	0								
0.5	0.5	0	1	0.5						
0	0	0								
0	0	0								
0	0	0								
0	0									
1	1	1								
0	0	0								
0	0	0								
0	0									
0	0	0								
0		0								
1	1	1								
0	0	0								
0	0	0								
0	0	0								
0	0									
0	0	0								
0.75	1	0.5								
0	0									
0	0	0								
0	0	0								
0.4	1	0	0	1	0					
0	0	0								
0		0								
